"","Country.Name","Country.Code","Indicator.Name","Indicator.Code","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017"
"1","Finland","FIN","Expected years of schooling, female","SE.SCH.LIFE.FE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.987039566,12.1541996002,12.5368204117,NA,NA,13.2386903763,13.3701601028,13.5159797668,13.5958795547,13.6453695297,13.8868303299,14.1040401459,14.3674898148,14.5500202179,14.6950902939,14.8489198685,15.0301704407,15.262140274,15.699930191,15.9525003433,16.683380127,16.7181396484,17.0707607269,17.1286392212,17.4379291534,17.525510788,17.7673397064,18.0056591034,18.436630249,18.8101100922,18.9273204803,19.0584392548,17.5840892792,17.7166404724,17.7421894073,17.715839386,17.680519104,17.4090003967,17.5133209229,17.6331501007,17.6368808746,20.092010498,20.0792694092,20.1588802338,NA,NA
"2","Greece","GRC","Expected years of schooling, female","SE.SCH.LIFE.FE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1646003723,10.4960699081,10.6743402481,10.8319196701,10.9110403061,11.0744199753,11.1360301971,11.1263504028,11.1570196152,11.2062501907,11.5732603073,11.8992795944,12.0393800735,12.4998197556,12.7998600006,12.9877500534,13.0304698944,12.9815101624,12.9254598618,12.9015703201,NA,13.3719797134,13.2433900833,13.1259698868,13.3170003891,13.3819999695,13.5023698807,14.2494297028,14.232460022,14.5832996368,15.0558004379,15.5543003082,15.5687599182,15.8756198883,16.428850174,16.4790992737,15.8862400055,NA,NA,16.6359291077,16.75041008,16.9904003143,17.1355800629,17.5677890778,NA,NA,NA
